[15] ADD,AnPcs8yTdQ,79054.85 
[90056] DISPLAY_SUMMARY,AnPcs8yTdQ 
[90072] ADD,AnPcs8yTdQ,88523.32 
[90285] BUY,AnPcs8yTdQ,BPK,570.95 
[90386] SET_BUY_AMOUNT,AnPcs8yTdQ,GYF,118.76 
[90390] SET_BUY_TRIGGER,AnPcs8yTdQ,YXK,74.02 
[90395] QUOTE,AnPcs8yTdQ,YVS 
[90432] QUOTE,AnPcs8yTdQ,ZFT 
[90653] ADD,AnPcs8yTdQ,78258.93 
[90717] BUY,AnPcs8yTdQ,SYE,242.13 
[90755] CANCEL_BUY,AnPcs8yTdQ 
[90838] DISPLAY_SUMMARY,AnPcs8yTdQ 
[90866] SET_BUY_AMOUNT,AnPcs8yTdQ,QVK,626.04 
[90908] SET_BUY_TRIGGER,AnPcs8yTdQ,CBQ,91.73 
[90975] SET_BUY_TRIGGER,AnPcs8yTdQ,JJW,132.82 
[91031] BUY,AnPcs8yTdQ,NQU,529.33 
[91048] COMMIT_BUY,AnPcs8yTdQ 
[91174] SET_SELL_TRIGGER,AnPcs8yTdQ,NQU,131.12 
[91339] BUY,AnPcs8yTdQ,GPM,225.40 
[91398] CANCEL_SET_SELL,AnPcs8yTdQ,BPP 
[91476] QUOTE,AnPcs8yTdQ,POI 
[91487] BUY,AnPcs8yTdQ,SKV,176.40 
[91565] SET_SELL_TRIGGER,AnPcs8yTdQ,SSW,61.07 
[91707] DISPLAY_SUMMARY,AnPcs8yTdQ 
[91761] ADD,AnPcs8yTdQ,68548.47 
[91950] QUOTE,AnPcs8yTdQ,ILT 
[91971] SET_BUY_TRIGGER,AnPcs8yTdQ,SCK,51.43 
[92033] SET_BUY_TRIGGER,AnPcs8yTdQ,LHC,187.76 
[92297] BUY,AnPcs8yTdQ,OFP,10.28 
[92307] BUY,AnPcs8yTdQ,DBC,54.74 
[92560] COMMIT_BUY,AnPcs8yTdQ 
[92784] QUOTE,AnPcs8yTdQ,QGN 
[92815] BUY,AnPcs8yTdQ,YRL,330.12 
[92832] CANCEL_SET_BUY,AnPcs8yTdQ,KMZ 
[92891] DISPLAY_SUMMARY,AnPcs8yTdQ 
[92945] ADD,AnPcs8yTdQ,70640.12 
[92950] CANCEL_SET_SELL,AnPcs8yTdQ,PFN 
[93189] COMMIT_SELL,AnPcs8yTdQ 
[93400] SET_SELL_AMOUNT,AnPcs8yTdQ,CSZ,4.81 
[93545] SET_SELL_TRIGGER,AnPcs8yTdQ,CSZ,0.90 
[93795] ADD,AnPcs8yTdQ,75438.85 
[93803] QUOTE,AnPcs8yTdQ,GCL 
[94021] ADD,AnPcs8yTdQ,84324.49 
[94030] QUOTE,AnPcs8yTdQ,MRH 
[94050] QUOTE,AnPcs8yTdQ,DLQ 
[94092] BUY,AnPcs8yTdQ,BTP,525.62 
[94201] CANCEL_BUY,AnPcs8yTdQ 
[94243] BUY,AnPcs8yTdQ,NVX,679.35 
[94309] COMMIT_BUY,AnPcs8yTdQ 
[94359] SET_BUY_TRIGGER,AnPcs8yTdQ,MOF,186.07 
[94452] SET_BUY_AMOUNT,AnPcs8yTdQ,VTY,534.33 
[94465] SET_BUY_TRIGGER,AnPcs8yTdQ,UFX,259.65 
[94524] SET_BUY_AMOUNT,AnPcs8yTdQ,QPR,375.05 
[94551] SET_BUY_TRIGGER,AnPcs8yTdQ,WYR,108.53 
[94604] ADD,AnPcs8yTdQ,66335.11 
[94690] QUOTE,AnPcs8yTdQ,PFN 
[94700] ADD,AnPcs8yTdQ,54698.45 
[94742] QUOTE,AnPcs8yTdQ,SQS 
[95106] BUY,AnPcs8yTdQ,GPC,258.94 
[95123] CANCEL_SELL,AnPcs8yTdQ 
[95171] SET_BUY_TRIGGER,AnPcs8yTdQ,BEG,172.41 
[95340] DISPLAY_SUMMARY,AnPcs8yTdQ 
[95490] DISPLAY_SUMMARY,AnPcs8yTdQ 
[95549] SELL,AnPcs8yTdQ,UIE,612.18 
[95685] COMMIT_SELL,AnPcs8yTdQ 
[95794] ADD,AnPcs8yTdQ,88632.42 
[95977] QUOTE,AnPcs8yTdQ,NNW 
[96249] COMMIT_BUY,AnPcs8yTdQ 
[96264] SET_BUY_TRIGGER,AnPcs8yTdQ,DWK,153.79 
[96304] ADD,AnPcs8yTdQ,60921.88 
[96383] QUOTE,AnPcs8yTdQ,EOS 
[96628] BUY,AnPcs8yTdQ,YVS,352.92 
[96647] COMMIT_BUY,AnPcs8yTdQ 
[96703] SET_BUY_TRIGGER,AnPcs8yTdQ,FYR,45.56 
[96720] QUOTE,AnPcs8yTdQ,JUG 
[96746] SET_BUY_AMOUNT,AnPcs8yTdQ,OZO,106.14 
[96815] SET_BUY_TRIGGER,AnPcs8yTdQ,XBL,92.43 
[97066] SET_BUY_TRIGGER,AnPcs8yTdQ,VVO,172.65 
[97202] ADD,AnPcs8yTdQ,89800.44 
[97212] QUOTE,AnPcs8yTdQ,UDQ 
[97652] SET_BUY_TRIGGER,AnPcs8yTdQ,VMD,178.36 
[97759] QUOTE,AnPcs8yTdQ,RQF 
[97921] CANCEL_SET_BUY,AnPcs8yTdQ,DGA 
[98028] SELL,AnPcs8yTdQ,LFU,250.52 
[98133] COMMIT_SELL,AnPcs8yTdQ 
[98135] CANCEL_SET_SELL,AnPcs8yTdQ,XER 
[98239] SELL,AnPcs8yTdQ,ZYR,82.72 
[98393] DISPLAY_SUMMARY,AnPcs8yTdQ 
[98471] DISPLAY_SUMMARY,AnPcs8yTdQ 
[98504] SET_BUY_TRIGGER,AnPcs8yTdQ,CVK,150.54 
[98621] SET_BUY_AMOUNT,AnPcs8yTdQ,QAX,116.75 
[98753] SET_BUY_TRIGGER,AnPcs8yTdQ,QOD,82.56 
[99008] SELL,AnPcs8yTdQ,LZV,647.73 
[99016] SELL,AnPcs8yTdQ,QVK,685.32 
[99113] COMMIT_SELL,AnPcs8yTdQ 
[99446] SET_SELL_TRIGGER,AnPcs8yTdQ,BHP,73.48 
[99447] SET_SELL_TRIGGER,AnPcs8yTdQ,QOD,70.01 
[99465] QUOTE,AnPcs8yTdQ,IJO 
[99521] COMMIT_SELL,AnPcs8yTdQ 
[99526] DISPLAY_SUMMARY,AnPcs8yTdQ 
[99641] DISPLAY_SUMMARY,AnPcs8yTdQ 
[99685] ADD,AnPcs8yTdQ,61730.00 
[99696] BUY,AnPcs8yTdQ,CWA,250.87 
[99883] COMMIT_BUY,AnPcs8yTdQ 
[99971] ADD,AnPcs8yTdQ,74316.19 
