[43] ADD,x8GMbOCXJX,63971.43 
[89657] SET_SELL_TRIGGER,x8GMbOCXJX,XMA,8.19 
[89701] SET_BUY_TRIGGER,x8GMbOCXJX,MOM,61.06 
[89819] BUY,x8GMbOCXJX,XYV,639.43 
[90040] SET_BUY_AMOUNT,x8GMbOCXJX,JCQ,138.51 
[90057] SET_BUY_TRIGGER,x8GMbOCXJX,JUE,80.57 
[90064] BUY,x8GMbOCXJX,ZQC,707.03 
[90078] CANCEL_BUY,x8GMbOCXJX 
[90380] SET_SELL_TRIGGER,x8GMbOCXJX,GDO,115.28 
[90456] ADD,x8GMbOCXJX,76734.28 
[90458] QUOTE,x8GMbOCXJX,EED 
[90555] SELL,x8GMbOCXJX,DFE,512.87 
[90646] DISPLAY_SUMMARY,x8GMbOCXJX 
[90704] BUY,x8GMbOCXJX,AUX,17.18 
[90831] COMMIT_BUY,x8GMbOCXJX 
[90887] SET_SELL_TRIGGER,x8GMbOCXJX,ZFT,92.84 
[90964] SET_BUY_TRIGGER,x8GMbOCXJX,LPB,68.57 
[90970] ADD,x8GMbOCXJX,67603.56 
[91001] COMMIT_BUY,x8GMbOCXJX 
[91019] COMMIT_SELL,x8GMbOCXJX 
[91108] SET_SELL_AMOUNT,x8GMbOCXJX,ZYR,75.43 
[91175] SET_SELL_TRIGGER,x8GMbOCXJX,ZYR,52.09 
[91277] ADD,x8GMbOCXJX,59855.70 
[91432] QUOTE,x8GMbOCXJX,PIC 
[91484] QUOTE,x8GMbOCXJX,KAS 
[91505] BUY,x8GMbOCXJX,PJJ,42.90 
[91560] COMMIT_BUY,x8GMbOCXJX 
[91870] QUOTE,x8GMbOCXJX,FKX 
[92032] BUY,x8GMbOCXJX,BFU,408.02 
[92066] DISPLAY_SUMMARY,x8GMbOCXJX 
[92134] DISPLAY_SUMMARY,x8GMbOCXJX 
[92328] SET_BUY_TRIGGER,x8GMbOCXJX,XYV,4.29 
[92357] SELL,x8GMbOCXJX,BJL,543.37 
[92386] SET_BUY_AMOUNT,x8GMbOCXJX,JRJ,109.22 
[92437] SELL,x8GMbOCXJX,TVI,718.50 
[92482] COMMIT_SELL,x8GMbOCXJX 
[92564] QUOTE,x8GMbOCXJX,NAR 
[93136] QUOTE,x8GMbOCXJX,MER 
[93288] BUY,x8GMbOCXJX,WSR,1.49 
[93827] COMMIT_BUY,x8GMbOCXJX 
[93867] SELL,x8GMbOCXJX,JVT,396.31 
[93907] SET_BUY_AMOUNT,x8GMbOCXJX,GRM,48.56 
[93927] SET_BUY_TRIGGER,x8GMbOCXJX,ZEG,27.07 
[93978] SET_SELL_AMOUNT,x8GMbOCXJX,UIE,661.27 
[94125] SET_SELL_TRIGGER,x8GMbOCXJX,UIE,429.82 
[94164] SET_SELL_AMOUNT,x8GMbOCXJX,VTY,420.78 
[94205] SET_SELL_TRIGGER,x8GMbOCXJX,VTY,321.69 
[94259] ADD,x8GMbOCXJX,95245.07 
[94494] QUOTE,x8GMbOCXJX,ZFT 
[94592] BUY,x8GMbOCXJX,GAV,603.21 
[94702] COMMIT_BUY,x8GMbOCXJX 
[94711] DISPLAY_SUMMARY,x8GMbOCXJX 
[94737] SET_SELL_TRIGGER,x8GMbOCXJX,SQO,171.17 
[94823] BUY,x8GMbOCXJX,BFL,245.66 
[94842] SET_SELL_TRIGGER,x8GMbOCXJX,GMF,65.79 
[94891] SET_SELL_TRIGGER,x8GMbOCXJX,BSG,21.01 
[94912] BUY,x8GMbOCXJX,YNY,330.94 
[94957] QUOTE,x8GMbOCXJX,VOY 
[95244] QUOTE,x8GMbOCXJX,QID 
[95294] BUY,x8GMbOCXJX,UGG,513.80 
[95430] COMMIT_BUY,x8GMbOCXJX 
[95603] SET_SELL_AMOUNT,x8GMbOCXJX,LZV,62.02 
[95768] BUY,x8GMbOCXJX,RQT,230.32 
[95857] SET_SELL_TRIGGER,x8GMbOCXJX,LZV,49.97 
[95902] SET_BUY_AMOUNT,x8GMbOCXJX,JCQ,559.73 
[95994] BUY,x8GMbOCXJX,WSR,384.10 
[96206] COMMIT_BUY,x8GMbOCXJX 
[96460] ADD,x8GMbOCXJX,62327.38 
[96538] BUY,x8GMbOCXJX,CZQ,607.02 
[96775] QUOTE,x8GMbOCXJX,LLD 
[96925] DISPLAY_SUMMARY,x8GMbOCXJX 
[97074] DISPLAY_SUMMARY,x8GMbOCXJX 
[97080] SET_SELL_AMOUNT,x8GMbOCXJX,QGE,28.37 
[97119] DISPLAY_SUMMARY,x8GMbOCXJX 
[97248] SELL,x8GMbOCXJX,RUN,437.84 
[97374] CANCEL_SELL,x8GMbOCXJX 
[97591] BUY,x8GMbOCXJX,NJT,556.37 
[97702] COMMIT_BUY,x8GMbOCXJX 
[97865] SET_BUY_TRIGGER,x8GMbOCXJX,WSG,139.47 
[97978] ADD,x8GMbOCXJX,45498.08 
[98176] QUOTE,x8GMbOCXJX,MQP 
[98311] BUY,x8GMbOCXJX,EVR,679.54 
[98335] COMMIT_BUY,x8GMbOCXJX 
[98520] ADD,x8GMbOCXJX,77125.74 
[98572] BUY,x8GMbOCXJX,CUQ,496.23 
[98637] COMMIT_BUY,x8GMbOCXJX 
[98705] BUY,x8GMbOCXJX,FXT,183.79 
[98790] COMMIT_BUY,x8GMbOCXJX 
[98918] BUY,x8GMbOCXJX,SCK,524.17 
[98929] BUY,x8GMbOCXJX,GKD,179.58 
[99041] COMMIT_BUY,x8GMbOCXJX 
[99082] DISPLAY_SUMMARY,x8GMbOCXJX 
[99119] SET_SELL_AMOUNT,x8GMbOCXJX,QJZ,286.66 
[99221] SET_SELL_TRIGGER,x8GMbOCXJX,QJZ,32.95 
[99316] DISPLAY_SUMMARY,x8GMbOCXJX 
[99340] SET_BUY_AMOUNT,x8GMbOCXJX,HFS,619.16 
[99358] BUY,x8GMbOCXJX,NFQ,288.61 
[99363] COMMIT_BUY,x8GMbOCXJX 
[99385] SET_BUY_TRIGGER,x8GMbOCXJX,ELQ,414.35 
[99453] DISPLAY_SUMMARY,x8GMbOCXJX 
[99665] CANCEL_SET_BUY,x8GMbOCXJX,LPW 
[99693] COMMIT_SELL,x8GMbOCXJX 
[99832] SELL,x8GMbOCXJX,YJK,443.16 
[99835] COMMIT_SELL,x8GMbOCXJX 
[99890] SET_BUY_AMOUNT,x8GMbOCXJX,KYX,355.99 
[99912] SET_BUY_TRIGGER,x8GMbOCXJX,DWU,226.88 
